base_origin,nardini_A Patch_raw,nardini_Frac Aliphatic_raw,nardini_Frac Aliphatic_zscore,nardini_Disorder Promoting_raw,nardini_Frac A_raw,nardini_Frac A_zscore,nardini_Hydrophobicity_raw,nardini_Frac I_raw,sparrow_complexity,nardini_Q Patch_raw,nardini_R Patch_raw,nardini_S Patch_raw,cider_fraction_neutral,nardini_N Patch_raw,avg_helix_prob,nardini_Frac L_zscore,nardini_Frac N_raw,avg_beta_prob,nardini_Frac H_raw,nardini_Frac Q_raw,nardini_Frac R_raw,nardini_R/K Ratio_raw,nardini_R/K Ratio_zscore,nardini_Frac Aromatic_raw,nardini_Frac F_raw,nardini_Frac Polar_raw,nardini_Frac T_raw,nardini_Frac M_raw,nardini_Frac L_raw,nardini_Frac M_zscore,nardini_Frac T_zscore,nardini_Frac C_raw,nardini_Frac Polar_zscore,nardini_Frac P_raw,nardini_Frac G_raw,nardini_Frac P_zscore,nardini_Frac W_raw,nardini_PPII_zscore,nardini_Frac Chain Expanding_zscore,nardini_PPII_raw,sparrow_prefactor,nardini_Frac Y_raw,nardini_Iso point_raw,nardini_Iso point_zscore,nardini_NCPR_raw,nardini_NCPR_zscore,nardini_P Patch_raw,nardini_A Patch_zscore,nardini_G Patch_raw,cider_omega,nardini_T Patch_raw,avg_nis,nardini_E Patch_raw,nardini_Frac W_zscore,sparrow_SCD,nardini_Frac V_raw,nardini_Frac V_zscore,nardini_T Patch_zscore,nardini_Frac E_raw,nardini_Frac E_zscore,nardini_E/D Ratio_raw,nardini_E/D Ratio_zscore,nardini_Hydrophobicity_zscore,nardini_K Patch_raw,nardini_Frac N_zscore,nardini_L Patch_raw,avg_nes,nardini_S Patch_zscore,nardini_E Patch_zscore,nardini_K Patch_zscore,nardini_V Patch_raw,cider_delta,cider_kappa,nardini_Frac D_raw,nardini_Frac D_zscore,nardini_Frac H_zscore,nardini_Frac R_zscore,avg_mito_targeting,nardini_Frac K+R_raw,nardini_Frac F_zscore,nardini_Frac G_zscore,nardini_Frac Q_zscore,nardini_Frac Aromatic_zscore,nardini_Frac K+R_zscore,nardini_Frac Y_zscore,nardini_I Patch_raw,nardini_Frac I_zscore,nardini_V Patch_zscore,cider_mean_net_charge,nardini_D Patch_raw,sparrow_scaled_re,sparrow_scaled_rg,nardini_FCR_raw,nardini_Frac D+E_raw,nardini_Frac Chain Expanding_raw,nardini_FCR_zscore,nardini_Frac D+E_zscore,sparrow_asphericity,sparrow_scaling_exponent,nardini_Frac C_zscore,sparrow_SHD,nardini_Frac S_raw,nardini_Frac S_zscore,avg_coil_prob,nardini_Disorder Promoting_zscore,nardini_Frac K_zscore,nardini_Frac K_raw,calvados_epsilon_self,mpipi_epsilon_self
syn_LEA_1,0.9167289176849699,2.097214506376101,0.11016944453969464,1.2554725681741874,1.7902175798344788,0.060697759069924584,-0.18333042654926648,-1.3054197998334434,-1.6480799376148925,0.40801288672226715,0.0,0.0,0.0032474289793006867,0.0,0.3734830576811228,-0.008793431225217594,-2.11205891988821,-0.7358224372040563,-6.999104633924216,-0.6797690076105138,-0.5115864149187509,-0.09360253509438765,-0.04352368711408269,7.239674437447447,6.255076455512659,-1.392875182512163,-3.912915492886241,-4.071788932880274,-5.872650133838819,-0.08103845975927097,-0.102748561349821,-0.6897901995368252,-0.1237882605880652,-8.369994399676052,-2.040726356288727,-0.4124366060432357,-4.138669482638909,-0.20050535231610653,-0.09931422288663144,-1.704160667723322,0.060303437917168495,13.702165119870715,0.05357917456438589,0.19126644163621068,0.5467623035468464,0.052105652560848356,0.0,0.0,0.0,0.339095595286144,0.0,1.0222614248331783,0.6055991886035667,0.0,0.005414023739523273,0.4819342637748733,-0.02175238484845513,0.0,-0.5386550913168229,-0.034779564935313104,-0.07033782215710775,-0.0008077849014334755,0.0803732337768546,0.8695994347937667,-0.05128412071804346,0.0,1.0063942337718523,0.0,0.0,0.0,0.0,0.0662659720604787,-0.0345339075733548,-0.21029469613201682,0.02608156637229652,0.46318528153618127,0.019488758456498743,0.40417892313228504,0.3967568252399788,0.0,-0.013519553398969123,0.06156348582314384,0.0,0.07537748508373986,0.0,-0.40616122155134343,0.0520827653320575,0.0,1.1965570510597487,0.0,2.425162636946643e-06,0.005501475417531343,0.005566839407176806,-0.4496903543163472,-0.8127200577174806,-0.003422055773409936,-0.06135692204813279,0.36825693164900974,0.43996248782953307,0.0,-1.0389580323600514,2.520229866178121,0.24355538363477283,-0.10288762937032025,0.09361538841900559,0.08601509171079577,0.6613003898349373,0.015552547261155944,0.015072166774701795
At2g46140_tile7,1.7440615925539655,2.2400384789683407,0.11962366996091206,2.9419597256840597,2.38970030448525,0.08510170081279045,0.07094973920922082,-5.275904331306206,-2.6228993334555075,0.0,0.0,0.8125231731177662,-0.8038276432936504,0.0,0.2613461336113672,-0.15158930645986574,-3.107998559559847,-1.8768038023286306,-3.5389090418994336,-10.159034565891213,-7.701424364476468,-0.6250590680910709,-0.21228978158911171,-10.648091123178167,-11.264556425984646,-3.0915800891370693,-7.306604799571039,-9.413401769465185,-11.046991171560604,-0.18633162134285727,-0.2261845587307621,-1.109013253446089,-0.36531242947063197,-13.692432975458523,-10.730703359767096,-0.7363989725138028,-10.677747837221307,-0.04246263336094567,-0.2545564522562064,-3.9574686430012087,-0.4034319109900522,-12.946684505936627,-0.023751737475216885,-0.20556068127011168,-1.3984937811659548,-0.1471359543165468,0.0,0.0,0.0,-0.13138889545294075,1.5355017295875772,-3.6271268700682704,0.0,-0.0060517634336389615,-0.04728850983043341,6.763707479188632,0.15663095071917474,0.0,4.102848575085785,0.11921990847897561,0.1552837395980811,0.06689647563521577,0.031226039258436544,-2.699751215215348,0.0,5.172778107760443,-2.0588314294091603,0.0,0.0,0.0,-1.7775040342540198,3.7888641689359663,0.4802134419317754,-0.7829750417943496,-0.1780300154151102,0.0,-0.20177920744721836,-0.5688775694888638,-0.12379747355920094,-0.143399721651364,-0.4538687325912989,-0.33165086252426806,-0.2481778063593511,-0.26471560501370833,-0.0918870824196036,-1.8357459155468692,-0.03983464886387864,-0.02764805915702904,0.23659564289137655,-0.44168529904080545,-0.0011026567683527784,-0.019956052964744727,0.8040965232809767,1.133237050710685,-2.3504336127328918,-0.26695665612464314,-0.04912040885653064,0.0,0.6737828029640373,0.025511636423892807,1.1039295918825234,8.329417576360473,0.7410530459665529,0.8320600946268434,0.1589047110935876,0.19470005836642548,4.49050585685305,0.026362941573474272,0.06531140394971657
TgL_8x,-0.24095522909103734,1.0468098301679718,0.0058426508861771165,0.16940681216138728,0.3054384648122118,0.0113380060244685,-0.19862742153748333,0.5273581950434186,-0.1428887222716667,3.1266758461955857,0.0,3.506206122646683,-0.2139637697747062,-2.5719719086996697,0.03153859968703363,-0.0003141448649075994,-0.2825817673646295,0.2918953090627159,1.1176882610102785,-0.3221114846245962,0.1488271940629662,-0.014992168601186894,-0.0041559001685154175,-0.5450356071838923,-0.1849922843379506,-0.4030434999918152,0.1712796983351878,3.6605521174433897,-0.8738206113179426,0.0038451674220420823,0.0,-2.0364784992524645,-0.04589993367497081,-0.24365873204827757,-1.0534731888071578,0.0,0.9099180909664801,-0.012226417145830623,-0.01216238022473349,0.044266061500665185,0.019628403006200397,1.2699668506605934,0.005830258074540318,0.018349754393459837,-0.10260063485763447,-0.02001620890271972,4.659274532859764,0.0,0.6684113520072706,0.2174714130474467,-1.8287605591801765,0.8361319968658738,0.0,0.00873578523183496,-0.014560711371062823,-2.269550997137667,0.0,0.0,-0.9184784442109066,0.0,-0.03798859464708751,-0.005548240361119818,0.024212473318320184,0.40907376860747147,0.012499003030138053,0.0,1.559561674036438,0.0,0.0,0.0,0.0,2.245281948440305,0.31380546010706784,0.5740423921297408,0.02876151280258854,0.0,0.0,0.0699209591453338,0.3467452539354599,0.0,-0.046258363552458846,0.002804824091276326,-0.035072527553096255,0.016235870874841716,0.0,0.0,0.0,0.0,0.4224082610899512,4.829642584424162,-0.005880344184497977,-0.01810993817369136,0.2734153190390198,0.3788281794890591,0.14972116596645935,0.018214679809110505,0.005724191896640057,-1.3383150363659886,-0.47267954658501576,0.0,-0.011953919863419791,-0.014338676433079523,-0.002002353255553872,-0.0039086218504522235,-0.0054947877132383695,0.006077358835009596,0.1465278563660353,-0.0023626719890246397,-0.0022362368928621995
Os_LEA_or3__Kappa_up_2_,0.9612962125219869,-1.4219936874879726,-0.08766613819084684,-0.7115650821463501,0.6596263231040802,0.03323301407692851,-0.1874793743729104,-2.7430816005526717,-9.146890115784425,2.4796372342634276,3.9237428173472,4.061422468423439,1.2603423246217575,1.9554315288750186,0.012079859417281576,-0.03197915692131735,2.3548613041384887,-1.982480516140441,-8.376382375665463,2.728223584551184,-0.666251720008724,-0.006781700758327444,-0.009303705871147545,-2.8913442439832497,-0.582222644416087,1.2357819810300563,0.27319542609527314,-4.553062866452387,-1.228129932886368,-0.0460308817017432,0.021293962048609914,-4.195161468807373,0.14823088940265886,-1.1513204256778609,4.253278585345246,0.0,2.156667055395338,-0.04640112847341561,-0.0616778524288343,-2.705571628783686,0.0025796720538812713,3.8096235486622527,0.026925332621814752,0.08899626861915144,0.241162256441496,0.0,0.0,0.025436256775603218,0.0,-0.017648313399180934,-0.36879901107385094,0.42227722016128755,-1.2096647156704896,0.0,-0.0021602651058515087,-1.9769184378896616,-0.05902848037851465,0.0,-2.5341811244596983,-0.10435440488940453,-0.14946223939131464,-0.06682313877133168,-0.0689800821344698,1.0025263321348594,0.16249802770546518,0.0,2.323366064975641,0.0,0.0,0.0,0.0,0.46455617822465795,-0.2572210464144367,-1.508477539324388,-0.036700101871001804,0.0,-0.023622104295591487,0.0,-0.4778649008210223,0.0,0.021505301793688227,0.13847086728631394,0.034849732686121286,-0.003715981274915666,0.12248869769384242,0.0,0.0,0.0,0.6614785000447045,1.6963246842026347,-0.008747270256905814,-0.03966468360957565,-1.072596687659614,-1.0902483400140461,-0.8884468783914315,-0.061030968569923925,-0.06393341202505874,-1.6969721090682166,-0.1697850536372076,0.0,-0.08018155953989564,-1.1388545772608718,-0.13248967710354578,-0.0015995354948828422,-0.0532932357258274,0.008779870748464575,-0.3579421209253296,-0.0026880654943693977,-0.003996612607723093
CAHS_68135_tile4,0.09277902513672798,-1.1953604289665218,-0.03953077786654819,-0.5155156515732873,0.5944968706351739,0.025664646756827697,-0.15786776356084825,-0.12361678300936513,0.09820795906508016,-0.864932311948552,3.3776994733374663,0.29943695410100785,0.3822363061337858,3.9669521037625395,0.15819967081649167,0.1087120236095892,1.5992979603918724,7.4318517849335715,3.8406001649699575,1.2165310555494622,1.3669769265893763,0.1465883906945243,0.05519911548865741,7.190358292208004,5.9139660021541625,0.35310649246488107,1.0277247901294981,1.1234331170597829,-1.1717968042455613,-0.0810374517120839,-0.01573783338256583,-21.684277588918754,0.015159210303656223,1.6846024526618142,0.5814475266306012,-0.04226877035961365,12.436903549347313,-0.03642351176301343,-0.05918993291867893,0.06668026012987271,0.013622940679606139,13.40245007269711,0.0022100828694191148,0.014526997341005491,0.00033162293447188686,0.0002888624114387713,0.0,0.0,2.0797047866055602,0.37705523806683006,1.3923453447345955,0.3790354098674437,1.9404492169700456,0.0,-0.0011398821012381527,-2.011096866892117,-0.0533436886403166,0.0,-0.7367397240403859,-0.011749410377108528,-0.09727280307306013,-0.03568629777476029,-0.10298388704743235,0.7256749204879801,0.0243714891384625,0.0,0.24662153018645666,0.0,0.0,0.0,0.0,0.7014844283512113,0.08975914730690991,-0.5903833445166518,-0.025714201207158907,0.04271771628753938,0.029431757174236194,0.0,-0.2944705300649461,-0.013320919175775249,0.025616072093210457,0.029203058190724288,0.25976993623678973,-0.01812019784099192,0.0,0.0,0.018276121982516023,0.0,0.4895767356301785,4.249646100859567,-0.008275115726894608,-0.025986586491905436,-0.34387828220949407,-0.2921315778215726,-0.5077832281110548,-0.03626266772772475,-0.02729397994759209,-0.6201046248197606,-0.3308703797004894,0.0,-0.09264935757716648,-1.7136743610327374,-0.1280505054044137,-0.12281729948857338,-0.04015317318365265,-0.07230199287007036,-1.0861954691729643,-0.007231931729969164,-0.008018879085354227
A0A438HAK2,-0.6040377888799634,0.9685190828632967,0.0027765237686597963,1.9804457785588059,1.4281089742288997,0.06487852187721607,-0.34765169831793186,-6.391165752481371,-1.7477996842388337,0.0,0.37730006379183195,-1.1468950024566376,-0.9290260004432608,-7.75719408929041,-0.8399326440127379,-0.04418823970725072,-1.4827583694276674,-4.565137005431694,-4.905096104311987,-2.1532836806575104,-0.18724237084248171,-0.12141769740110007,-0.041009767273630135,-1.759558535269263,-8.843221112906306,-1.3451925371287925,-1.8052790789754505,1.987515298963168,-2.975880425963269,-0.04389091563962607,-0.09293668331628512,-22.472936308782575,-0.1600362517527,1.9020868301152605,1.8750919947318447,0.15977451805288553,37.50485539046858,0.15045593991133027,0.1455896585020497,5.4762275149954425,0.0018566244512000037,3.4595138040208524,-0.007104676708982434,-0.028308233373497176,-0.3305005904281865,-0.05519634869187839,0.0,0.0,-3.377269168139972,-0.35442138316057337,-11.547024531690735,0.6586952320505455,3.469927293417737,0.0,0.00044666429062171104,-1.9398663938515013,-0.03508881047017465,0.0,2.4780986552558435,0.07017541535380174,0.19577872299526639,0.058820621542216296,-0.058566386746547516,0.3923776255770251,-0.0678155837954491,0.0,-0.652661046767443,0.0,0.0,-0.03901189856075696,0.0,1.5628137180541584,0.31726256691433674,1.5312160725621211,0.0433453128491878,-0.035847080072636005,0.04554028371003356,0.0,0.4887657696060302,-0.11809630490789523,0.07787641063693652,-0.053644144899252726,-0.21641828145837397,0.0004956111609588947,0.09549463865712872,0.0,-0.053996033810629354,0.0,0.4100802952846075,0.0,0.004638298671928773,0.028309584581747486,0.91348227531552,1.6225980769781236,1.050143167582088,0.08018228533328445,0.06351072855431641,0.5962472368475046,-0.5219440363107538,0.0,-0.04076920748449845,0.3956445703682899,0.024988555008754312,0.9468995296844847,0.07870698821612072,0.028927756504720903,0.7394042376531408,0.010125016541868384,0.009770216677020131
Asyn_isoform_5,-0.07052472611057686,1.7482080755844194,0.03632181309669003,-0.2517506760378064,-0.06498059571865047,0.0032290717523693717,0.32319330982915356,1.3556706899557258,-0.2542287571500394,0.0,-1.7410743947744847,0.29184310941403685,0.2620944034131313,0.0,-0.7119285631708226,-0.0366306928159118,-0.3236852566078521,-2.3007772137281064,-3.1664827801079336,-0.06944005562146438,-0.2507035423634568,-0.0641030320852646,-0.023161073655575685,-1.9662541550399941,0.5448321111553307,-0.2280400240092702,-0.9649655814177813,-0.8283035384970383,-0.6986739985027216,-0.015646252919808,-0.0020452101861556478,-7.727889907188629,0.010190082387543644,1.2854988880155935,1.3950630398735706,0.06190165000957359,-1.0419523763464502,0.0869731139368994,-0.0033439135909176885,0.974435607578486,0.010281438444069448,-1.2523542713622162,0.036210197834825965,0.06421920206145625,0.8820639215139072,0.116483040487458,0.250739023866858,0.0,1.752625185363751,0.1825922737052618,0.0,1.3029831099223255,0.518828469312504,-0.039772497224840754,-0.006408685796204538,0.6112564384967402,-0.028403780648611723,0.0,-0.9582274106882714,0.023250718542706345,0.011409325050822379,0.01476047877160716,0.08170304069142308,0.0,-0.017526046436560045,0.0,-0.048859804340571286,-0.06227900984105923,0.0,0.0,0.0,0.9091480697797285,-0.06446825832455529,-1.4062407385611213,0.03626624496084167,-0.06348129045944638,0.07364037786508675,0.05032334713949136,0.5733322938079809,0.02912255582837038,0.05884443300539573,0.06515472904456847,-0.04410320344847672,0.11262268756114013,-0.022397808514494202,0.0,0.07241368250936024,0.0,0.2193965189113953,2.81149687659371,0.002611959218642142,0.033144584252152554,-0.2865426284053689,-1.0368070194343955,-0.18338858571532568,0.004976480383318995,0.002284646861386342,-1.0769834831899594,-0.2682415898115017,0.14092034920606222,0.2804760296686992,0.3286550980037191,0.0741576485409411,-0.1986027718564174,0.024691286147592768,0.11621382951012153,0.947201632077127,0.003917538139050984,0.011137801147205525
A0A1U8F7A1,0.48903247187752596,6.558712178659087,0.2731777600755071,0.3191747943025465,1.3290739166803986,0.05909723453880622,-0.45147693138836476,-1.8866712949375744,-1.2524354403256177,-1.2956394694893898,-4.822742950861731,-0.5028332827852349,0.4041892150512746,1.1956696928636412,-0.2997252831443785,-0.03323791267990279,0.33482774008556077,-3.78644327853981,0.0,0.21057833013270855,-1.1678633448693012,-0.1088998927876027,-0.051296592326976656,-2.5964321371643235,0.0,0.05967033927176556,-2.0960530579064716,-2.01220744772033,-3.6466287664088632,-0.03886415296482826,-0.13372902180978352,-2.6801028596846916,0.018397523994388463,3.1025219470784124,-1.1350762852442624,0.289595153548958,0.0,0.12333458895733058,-0.03432671427357305,0.4355800284517458,-0.00245832315341173,0.0,-0.0035941329065259002,-0.0025783952149911883,0.033710342483919686,0.006315810384185729,0.0,0.01926420573616861,0.0,0.2681330319516587,2.5844796314617176,0.3972617739497432,-0.2715842495646819,0.0,-0.0002542575792299649,-1.6817881302332338,0.0,0.0,-0.7889726227769289,-0.030232773000221477,-0.08772780284437989,-0.022169107139262494,-0.08070844049305603,-0.0793355198845147,0.0983421269481337,0.0,0.011136753471700324,0.0,0.0,0.0065975018213085,0.0,-0.27090534761734364,-0.15261344321689263,-0.7025406829604274,-0.01800060069990614,0.0,0.006027495039100755,0.0,-0.41652939568974784,0.0,0.06585839872518222,0.07534490805738023,0.0,-0.023003103939110345,0.0,0.0,0.0058877718305649475,0.0,-0.5312887779071707,-0.7203988229944392,0.00033739971844513254,-0.0013447531674224654,-0.38166208977103155,-0.5234123897923476,-0.2030714899665916,-0.03885868851775706,-0.03297428299396313,0.02334482829112651,0.15767333238573655,0.0,-0.24883496836914948,0.4127545174103187,0.043816275518408644,0.25680352041344845,0.03753209488568648,0.04224462635466273,0.13054551136679685,0.004194124335563777,-0.0016074300130176065
Os_LEA_or6,0.6885134029092614,1.940529000083155,0.1120150445955376,0.9168617294851942,1.4556439582013727,0.06728016256984129,0.0,-1.1173020361484605,-1.899807378638767,0.0,-1.2713956379098168,1.83199424690365,0.07129316605400043,0.0,-0.658970866046067,-0.03920343721493905,0.06065715329746001,-1.41053641461118,-6.299025334027114,-0.6791571866455345,-2.2000406957509395,-0.10614972673559854,-0.06902981728540228,-11.225860242298875,-9.489256557135013,-0.6132883114751994,-4.075113744552171,-6.8016076282983935,-3.4144394513300695,-0.13043262727267319,-0.1930200456148615,1.2783152247730294,-0.07560878838459172,5.233776157015448,1.1897343486824683,0.37163406671659305,0.0,0.15681022884167592,0.05361731601617664,5.752556497755115,-0.00018821491786777028,-14.653220768225996,-0.01710424159562033,-0.05428499015951369,-0.29302871098095,0.0,0.0,0.029054219594620442,0.0,-0.15055220260330957,0.0,-0.6696817715055174,0.24587280809129738,0.0,-0.002274832487274434,-1.8373724921983643,-0.06589138488321644,0.0,-0.08883685297185767,-0.024554805014117442,-0.21023591851232248,-0.07163244734511207,0.09344564061298336,-0.6841562241763876,0.0,0.0,-2.2647048053598864,0.0,0.0,0.0,0.0,0.03660197937121276,-0.04899723273663075,1.3045143637108436,0.027945141883387977,0.0,-0.0561264271536968,-1.3593451378341108,-0.5383160738363933,-0.021794495402052135,-0.017854905272438066,-0.02818091802109366,12.001707914158859,0.008592570362666606,16.22706432786029,0.0,0.0,0.0,0.009797941676748387,0.0,0.0022055312801819277,0.004373353550115614,-0.10651745942823987,0.17578785542592412,0.5027645470797445,0.03282169767028611,0.028502819537203253,-0.43997598507319935,0.03709894402405634,0.0,0.1316773761313936,0.8147940363203106,0.046331734394539296,0.6558722400012462,0.06961539037361908,0.10197110762563122,0.9911170839945033,0.004163322827222276,0.0031467626861407094
Os_LEA_or4,1.871114402114906,0.44169817471426576,0.04796652089705176,-0.5366706859300925,2.3563684518035943,0.10216902185116145,-0.10299914312916912,-3.7941560824915834,-3.5332633764794217,0.0,-2.292061210442275,-3.1426790768344572,0.6128823894115171,0.0,0.11720764477770526,-0.01131867687479031,2.8303914867215636,-3.036752641904164,15.011626980744591,2.9260605552535677,-0.18886300641169648,0.11267021996618598,0.02991093402569283,15.320664741375207,-2.1319711815981037,1.2592295477797266,2.4370416870248186,-2.1427140502696624,-0.3113277920350881,-0.12018033158434915,0.1896323512028993,0.0,0.1553583138989926,-3.0969305136832688,0.28939779835413276,0.0,0.0,-0.09201331054012146,-0.09286100830554411,-3.0618036636380284,0.0062069580996079714,23.963904714886482,0.05155901967222203,0.15943644128961854,0.4425777494039688,0.05374971720234376,0.0,0.04620490943606872,0.0,-0.016416219198634088,1.094904637270784,0.5370675639149333,0.0,0.0,0.0008578856711738261,-3.739317388575886,-0.12952287289476072,-0.16716285734820285,-4.014562782602391,-0.1349236160136819,-0.33990591160753586,-0.13668050156090664,0.014337808849915666,0.4149743761577429,0.12195861740481999,0.0,0.14905017772536241,0.0,0.0,0.0,0.0,-0.3434168000358186,-0.3949463793505094,-1.3931967003964014,-0.008359480811636896,-0.6130938105614414,-0.0782818189709034,0.0,-0.4795323450109622,-0.558582805492591,-0.09100486026766691,0.17094601878304683,0.32505028134495767,0.02653963797118982,-0.02031495646108835,0.0,0.0,0.0,0.03375355393298143,-1.2824591008251474,-0.009347043462716727,-0.03144362061418975,-0.6134682124022278,-1.2277783219154876,-1.1955016228634108,-0.0042571594296008574,-0.060347005603791616,0.9744447059992692,0.3910878872564966,0.0,-0.08767092356083742,-2.947992528320644,-0.197035178400101,-0.23511521266515706,-0.015370618438385822,-0.012648025005372763,-1.0140835476867824,-0.00018974252059478623,-0.0026537389985485343
