base_origin,feature,r_mean,r_std,is_significant,n_permutations
syn_LEA_1,nardini_Frac A_raw,-0.010334731348263643,0.12293882328927863,0.0,100
syn_LEA_1,nardini_Frac C_raw,-0.00938034487841243,0.28347686642163417,0.0,100
syn_LEA_1,nardini_Frac D_raw,-0.015410684550570333,0.12277141190357324,0.0,100
syn_LEA_1,nardini_Frac E_raw,0.00593940531255726,0.12213273325516516,0.0,100
syn_LEA_1,nardini_Frac F_raw,-0.04405664899350515,0.26640961752844955,0.0,100
syn_LEA_1,nardini_Frac G_raw,2.0999663629737084e-05,0.19087258056762008,0.0,100
syn_LEA_1,nardini_Frac H_raw,0.006214701437082874,0.18620224216454562,0.0,100
syn_LEA_1,nardini_Frac I_raw,0.03374085971426841,0.16205146343412188,0.0,100
syn_LEA_1,nardini_Frac K_raw,0.000860675197742982,0.14621219469526733,0.0,100
syn_LEA_1,nardini_Frac L_raw,0.02102280304991768,0.12563041321991175,0.0,100
syn_LEA_1,nardini_Frac M_raw,0.025308196662739552,0.1391875645941124,0.0,100
syn_LEA_1,nardini_Frac N_raw,0.0014039180785057892,0.13496674687648816,0.0,100
syn_LEA_1,nardini_Frac P_raw,-0.005881630945253538,0.21304158127843445,0.0,100
syn_LEA_1,nardini_Frac Q_raw,-0.006831647964899989,0.1401457165726875,0.0,100
syn_LEA_1,nardini_Frac R_raw,0.003978091410481648,0.13804129083453665,0.0,100
syn_LEA_1,nardini_Frac S_raw,-0.018185595062433807,0.17719417469921714,0.0,100
syn_LEA_1,nardini_Frac T_raw,0.012323140657614109,0.16061968446232047,0.0,100
syn_LEA_1,nardini_Frac V_raw,0.007984445365095218,0.1263122909166667,0.0,100
syn_LEA_1,nardini_Frac W_raw,-0.054672377486947206,0.3708843250538524,0.0,100
syn_LEA_1,nardini_Frac Y_raw,-0.042429870620723974,0.41991519355059737,0.0,100
syn_LEA_1,nardini_Frac K+R_raw,0.007174086148428336,0.20734989328151854,0.0,100
syn_LEA_1,nardini_Frac D+E_raw,0.0004255823916948978,0.1789355750711454,0.0,100
syn_LEA_1,nardini_Frac Polar_raw,-0.0034126135020056993,0.15355651794083075,0.0,100
syn_LEA_1,nardini_Frac Aliphatic_raw,0.0029789402779313756,0.16722494487613562,0.0,100
syn_LEA_1,nardini_Frac Aromatic_raw,-0.04737566323176009,0.22100098565126192,0.0,100
syn_LEA_1,nardini_R/K Ratio_raw,0.004602521526608674,0.10231203338880325,0.0,100
syn_LEA_1,nardini_E/D Ratio_raw,0.014616335192266652,0.12222311455984146,0.0,100
syn_LEA_1,nardini_Frac Chain Expanding_raw,-0.0056384923851853464,0.16760652577693996,0.0,100
syn_LEA_1,nardini_FCR_raw,-0.0020956496933169626,0.23294294520933906,0.0,100
syn_LEA_1,nardini_NCPR_raw,0.016419343138059442,0.22509248629107378,0.0,100
syn_LEA_1,nardini_Hydrophobicity_raw,0.021368010653685453,0.26625632165152435,0.0,100
syn_LEA_1,nardini_Disorder Promoting_raw,-0.018503935264269186,0.15856179184261576,0.0,100
syn_LEA_1,nardini_Iso point_raw,0.01275393536886034,0.18081097788873535,0.0,100
syn_LEA_1,nardini_PPII_raw,0.034944194858835154,0.31236739185358575,0.0,100
syn_LEA_1,nardini_A Patch_raw,-0.004286604534769707,0.18481041307033966,0.0,100
syn_LEA_1,nardini_E Patch_raw,-0.0343822535167436,0.285805462039779,0.0,100
syn_LEA_1,nardini_I Patch_raw,-0.041991899517018726,0.3846578083082382,0.0,100
syn_LEA_1,nardini_K Patch_raw,0.0062231567722262635,0.18175427162593577,0.0,100
syn_LEA_1,nardini_Q Patch_raw,-0.024397042407072505,0.4011917556174386,0.0,100
syn_LEA_1,nardini_Frac A_zscore,-0.009769072464769839,0.11445661679987895,0.0,100
syn_LEA_1,nardini_Frac D_zscore,-0.009787792336878714,0.09719894250537467,0.0,100
syn_LEA_1,nardini_Frac E_zscore,0.006952009504971664,0.12773964725874212,0.0,100
syn_LEA_1,nardini_Frac G_zscore,-0.02115843727917244,0.11063688292397605,0.0,100
syn_LEA_1,nardini_Frac H_zscore,0.019921915050764315,0.3695933692768166,0.0,100
syn_LEA_1,nardini_Frac I_zscore,-0.0020542511793229436,0.19210006379539246,0.0,100
syn_LEA_1,nardini_Frac K_zscore,-0.003602449367262256,0.15113703559760922,0.0,100
syn_LEA_1,nardini_Frac L_zscore,0.024834315104003822,0.13270938811679564,0.0,100
syn_LEA_1,nardini_Frac M_zscore,0.024251277130326532,0.13928581146014773,0.0,100
syn_LEA_1,nardini_Frac N_zscore,-0.010239439805316618,0.10545520488781569,0.0,100
syn_LEA_1,nardini_Frac P_zscore,-0.0052964448538420405,0.0992880899229686,0.0,100
syn_LEA_1,nardini_Frac Q_zscore,-0.015121173534373884,0.12628900781397978,0.0,100
syn_LEA_1,nardini_Frac R_zscore,-0.00918756879110722,0.09945633946362817,0.0,100
syn_LEA_1,nardini_Frac S_zscore,-0.016027930926191206,0.12015377444666704,0.0,100
syn_LEA_1,nardini_Frac T_zscore,-0.0028078881661714817,0.10261857137033091,0.0,100
syn_LEA_1,nardini_Frac V_zscore,0.0015557043104082319,0.12625757823250972,0.0,100
syn_LEA_1,nardini_Frac K+R_zscore,0.006524013608545438,0.21671890164243326,0.0,100
syn_LEA_1,nardini_Frac D+E_zscore,-0.006161927676550633,0.1774090974199783,0.0,100
syn_LEA_1,nardini_Frac Polar_zscore,-0.004204020536906146,0.09880520181251146,0.0,100
syn_LEA_1,nardini_Frac Aliphatic_zscore,0.007234652387588949,0.1658999908457505,0.0,100
syn_LEA_1,nardini_R/K Ratio_zscore,0.00604847115369725,0.1051594298110519,0.0,100
syn_LEA_1,nardini_E/D Ratio_zscore,0.021146781794033488,0.1397796821349304,0.0,100
syn_LEA_1,nardini_Frac Chain Expanding_zscore,-0.0038706508672276103,0.15398388238794736,0.0,100
syn_LEA_1,nardini_FCR_zscore,-0.0011082338826787143,0.23035965431491656,0.0,100
syn_LEA_1,nardini_NCPR_zscore,0.010402362224571053,0.2906921273693567,0.0,100
syn_LEA_1,nardini_Hydrophobicity_zscore,0.035651131446778124,0.18484674894533643,0.0,100
syn_LEA_1,nardini_Disorder Promoting_zscore,-0.016699343296087143,0.09122812756792995,0.0,100
syn_LEA_1,nardini_Iso point_zscore,0.009330141195377646,0.13526233904222162,0.0,100
syn_LEA_1,nardini_PPII_zscore,0.0028672706219136494,0.11902812400248684,0.0,100
syn_LEA_1,cider_kappa,0.023758091244472,0.1372180079002318,0.0,100
syn_LEA_1,cider_omega,0.006721188730444483,0.10141665097916992,0.0,100
syn_LEA_1,cider_delta,0.014613414847322011,0.13130325942886448,0.0,100
syn_LEA_1,cider_mean_net_charge,0.014980254172494639,0.21933591566051333,0.0,100
syn_LEA_1,cider_fraction_neutral,-0.002912861887749737,0.2293444232525443,0.0,100
syn_LEA_1,sparrow_SCD,-0.007970835878832135,0.08710013611401207,0.0,100
syn_LEA_1,sparrow_SHD,0.023637147593671397,0.3662118719416116,0.0,100
syn_LEA_1,sparrow_complexity,-0.005722997257219408,0.1863777215721798,0.0,100
