base_origin,nardini_N Patch_raw,nardini_Frac Y_raw,sparrow_prefactor,cider_fraction_neutral,avg_helix_prob,nardini_Frac F_raw,avg_beta_prob,nardini_Frac R_raw,nardini_Frac Q_raw,nardini_R/K Ratio_raw,nardini_Frac Polar_raw,nardini_Frac T_raw,nardini_Frac P_raw,nardini_Frac Aromatic_raw,nardini_Frac G_raw,nardini_Frac W_raw,nardini_D Patch_raw,nardini_Q Patch_raw,nardini_T Patch_raw,nardini_G Patch_raw,nardini_P Patch_raw,nardini_S Patch_raw,nardini_Frac H_raw,nardini_Frac N_raw,sparrow_SHD,nardini_Iso point_raw,nardini_NCPR_raw,avg_nis,nardini_K Patch_raw,cider_omega,nardini_R Patch_raw,nardini_Frac Chain Expanding_raw,nardini_PPII_raw,nardini_FCR_raw,nardini_Frac D+E_raw,nardini_Frac V_raw,avg_coil_prob,nardini_Frac K_raw,calvados_epsilon_self,mpipi_epsilon_self,cider_mean_net_charge,nardini_E Patch_raw,nardini_I Patch_raw,nardini_Frac D_raw,nardini_Frac K+R_raw,avg_mito_targeting,cider_delta,cider_kappa,avg_nes,nardini_V Patch_raw,nardini_L Patch_raw,nardini_E/D Ratio_raw,nardini_Frac E_raw,nardini_Frac C_raw,sparrow_SCD,nardini_Hydrophobicity_raw,sparrow_complexity,sparrow_asphericity,sparrow_scaled_re,sparrow_scaled_rg,sparrow_scaling_exponent,nardini_Frac M_raw,nardini_Frac I_raw,nardini_Frac L_raw,nardini_Frac S_raw,nardini_A Patch_raw,nardini_Disorder Promoting_raw,nardini_Frac A_raw,nardini_Frac Aliphatic_raw
syn_LEA_1,0.0,0.4655798798684198,0.732663005840821,-0.22218802185725273,-0.047341888556511086,-0.15095536678429877,-0.25597945396334765,-0.2815087621627285,-0.19872850539759326,-0.2670895324921993,-0.28560514419877403,-0.48998740636532284,-0.2195794520774502,0.0016513956298916952,0.09146954822362742,0.019120672309903865,0.0,0.15450820779640276,0.0,0.0,0.0,0.0,-0.2915282992141114,-0.33225052511851666,-0.4807344140755431,0.1763311720992896,0.1795088582508178,0.21754404120939236,0.30630021015005615,0.0951198611160075,0.0,0.12618341054037008,-0.06484313791870415,0.23209080365911516,-0.06179593227267644,0.041417099781214384,0.12041269471969238,0.33721956729526764,0.2867818965319925,0.31429197303614753,-0.05227410569291358,0.1845266749487847,0.35238932356953523,0.07346004560185497,0.23186796903503246,0.03561027411812226,-0.1629745407996283,-0.26480583051486833,-0.11477210133331718,0.0,0.0,-0.10978171851176367,-0.0726270566391561,0.15087737065698228,0.2093043022139181,-0.4255578200504939,-0.5197507156059082,-0.5241685875981409,-0.7424125089196285,-0.7888297562355076,-0.5727856060488075,-0.4009344598659349,-0.45118171181136235,-0.6015114585010307,0.42969657442360354,0.613216648553409,0.5280065062097221,0.22734462715425208,0.2632509521215493
At2g46140_tile7,0.0,-0.3257498928362421,-0.6923123459576105,0.005039564390529079,-0.04849891674987319,-0.6390141631925347,-0.3128308283982676,-0.48856613974912944,-0.44125536678137756,-0.3093361959813717,-0.43290042578563187,-0.7241113264104129,-0.6999134036647806,-0.6084705420756563,-0.5392212440995461,-0.2919528979759203,-0.10983453005111642,0.0,0.5318893027407996,0.0,0.0,-0.006433323247319116,-0.08341169537643121,0.17785984969226962,0.4881272883363415,-0.04817301547575374,-0.010663980702824344,0.1398623524044111,0.10293730714573221,0.16120943524944392,0.0,-0.460583500872644,-0.2193449989013773,-0.05756953714585034,0.0629765335438739,0.18697831290089031,0.22335224758509234,0.12641855487333523,0.29289070123562105,0.3447406415641056,-0.20669441659411736,0.0,0.020646764956527428,-0.16866454309112583,-0.22832745165917848,0.034423911344253925,0.06274524315340022,0.11651602450640287,-0.02413877415164636,-0.10056617191150967,0.24565346659512674,0.08087316623303914,0.15110063384692823,-0.4192548596831366,-0.14950180495392704,0.07767149290016326,-0.40990135177695475,0.0,-0.2504645910493408,-0.7013966701988713,-0.5617858609106932,-0.647981353364768,-0.6409287619008873,-0.5694733280837527,0.7225110384074758,0.7260640543355014,0.5487112454099946,0.6096554980320322,0.6041521780640139
TgL_8x,0.040146350266172706,0.3148884667490189,0.20203385387188944,-0.19094100368128492,0.060631355265065905,0.01265792874028617,0.003953223645594554,0.02293735450473549,0.11532655426306057,-0.0060223711508941204,-0.25577461430251763,-0.07583318761701238,0.08630177577556421,-0.013734536263140312,-0.16651701371077993,0.03674205471999081,0.17849323661285202,0.45349708453165205,0.5112548408764803,0.4085723169118042,0.6104083199765503,-0.13633202956826845,0.1496331614984265,-0.03254768188046141,-0.07439228055177832,0.11979553767690428,-0.04881622946218148,0.24363189094404067,0.22187962887936974,0.09634925596342192,0.0,0.19415624435975906,0.21723207139532255,0.22078513114008638,0.1324172549942524,0.12646289210891554,-0.01455354984516408,0.06287808484096574,-0.125452273813651,-0.11206534001015146,-0.07115604108924835,0.0,0.0,0.029422953298631427,0.1203460441985536,-0.07855154451846812,0.19947068936869125,0.20306510399134442,0.11506379851619522,0.0,0.0,-0.0571376021650149,0.06567472998427949,-0.1982231379450992,-0.18997435863620682,-0.4201982422739892,0.13245580087950348,-0.16589770215006117,-0.1873228355726896,-0.16224722047743143,-0.18839084202866718,0.15693615328698526,0.0006093754243561325,-0.11468768369368018,-0.1669480671165605,0.04208447605160197,0.06236185446884145,0.0747216897697867,0.1620763260624616
Os_LEA_or3__Kappa_up_2_,0.6526508642072608,0.16792622017527342,0.23318232655295026,0.5599908237491823,0.014777241165498455,-0.03736391888364319,0.13489421416032663,-0.04131113266403642,0.18776315022642548,0.0539229047783442,0.16067876298695877,0.13015532833372975,0.08416101222155735,0.023209773021563698,0.2523436549044108,0.46843401945108887,0.22447961083682258,0.2949380828516323,-0.02825972402780265,0.0,0.0,0.28682292332063175,-0.12847833702354033,0.2471797303144744,-0.0964632015796414,0.22456286036141973,0.20304473657759137,0.11176876364728448,0.3636742302604746,0.1579820683525647,0.0995233704575998,-0.25250063882215534,-0.07204512236878305,-0.4778765936805288,-0.32707913737400857,-0.14795525917776758,0.01859711275837931,-0.058770326918333796,-0.14636292446776616,-0.10505424338413646,0.28679079076025993,0.3258184296342055,0.0,-0.15573639687175522,-0.15998205920831612,0.0,-0.017482502238909205,-0.008309628773876372,0.011014410595303035,0.0,0.0,-0.07459317961419638,-0.2560204965299987,-0.11111080369037729,-0.0679076730405759,-0.3373252088394268,-0.4355960060567617,-0.4117955216031113,-0.324014789577805,-0.3778890357635483,-0.3118143150767825,-0.16417698811878112,-0.12005119932591575,-0.051903463358285384,-0.30458579470371094,0.20465625208393232,-0.06101364128679738,0.16254242097494398,-0.028961696743499986
CAHS_68135_tile4,0.4602273011827004,0.528561558293374,0.4077957832090666,-0.008296516174478947,0.24261010579164274,0.33060857786049413,0.19477295683650228,0.32222070980282796,0.3326467743127257,0.23883894237225,0.033097464192417346,0.06345709034509486,0.38515967569212234,0.3455340234307255,0.0570022107639851,0.09415728899690905,-0.003058234030806146,-0.07568799243713109,-0.02799276102572958,0.31831167982470165,0.0,0.04496342326767658,0.30478176973352017,0.36566181802083625,0.061736334249399685,0.04671553445369007,0.12565028543608406,0.16833229047092166,0.0679675798899983,0.30026302773898333,0.5001551976534441,0.07259640664594377,0.1872910547598114,0.06432618445240672,-0.027233206640496176,-0.2666540354159052,-0.2312184461368225,-0.22916706417952673,-0.3022438424063475,-0.2768413556312282,0.10085296302631229,0.2528541816314844,0.0,-0.10118079111625007,0.03364646294501897,0.0,0.08273494443438432,0.12295631963932198,0.06929064430619553,0.0,0.0,0.04723606327758472,-0.03910907955681717,-0.2719814661335407,-0.00662628301602097,-0.21768488515244047,0.042525515740220725,-0.212330065001384,-0.11086410121854735,-0.06030876612434777,-0.3216410678805214,0.044115848117644886,0.020499425572041312,-0.04864052420584416,-0.5214122312545832,0.13358506246626745,0.032841567148137824,0.20908575258328915,-0.007359137602398224
A0A438HAK2,-0.6435623860666301,0.203948436148367,-0.0005384275836124876,-0.21757828054306236,-0.2624324757999382,-0.41921003957148706,-0.4225546700516435,-0.1759641529183974,-0.1823550910308724,-0.18304408122000118,-0.17851105188896127,-0.34647719353416284,0.1372239914084498,0.1758456459009012,0.2200580652027114,0.3062201236627463,0.0,0.0,-0.4054988654576841,-0.5709630800740487,0.0,-0.22964045477438794,0.07089380279158287,-0.1744994150444191,0.04683588339714582,-0.05089909783156241,0.1283328370936343,0.22780417836451558,0.1033117870476898,-0.14563294151194298,0.19869801805873455,0.18496562199222497,0.31045896131529066,0.19908105569555828,0.16807396161156474,-0.07728090956061431,0.35388219620308914,0.19116340196993506,0.3159776214311663,0.18059965207390957,0.197034758786427,0.09909029690931657,0.0,0.10068025582293333,0.07086663984942546,0.0,0.14852873481353684,0.11027545173347782,-0.12782840734659126,0.0,0.0,0.0003302226229777353,0.08166331534135178,-0.039660350560256685,0.04044627208819807,-0.16003592165256605,-0.36413683832826005,0.016314502326014352,0.22638277717053432,0.20751157924600863,-0.030080490850126713,0.0791123594709726,-0.2727337862202375,-0.19197250396106222,0.16142371033267144,-0.0678863485626079,0.4944188696881127,0.21496289606123486,0.16561679913085556
Asyn_isoform_5,0.0,0.14020888006765153,0.22324083159149924,-0.2776932122503302,-0.1495648446660175,-0.05769459815637619,-0.2203426091300896,-0.08869712527869295,-0.09625066778756901,-0.1426244482281727,-0.16637489797480948,0.0283439902736901,0.07879497961535056,-0.07922511128298938,0.029763491766101872,-0.026174627614676628,-0.22915969995677818,0.0,0.0,0.09108888063515111,-0.1052265990849555,0.06403029922049668,-0.12758887528079702,0.02631257839125485,-0.034824144855152915,0.13051791552613526,0.01890838427755374,0.256624498894543,0.0,-0.009289358622607281,-0.14760587542366665,0.09382698620223295,0.11393600024095688,0.21990384287283832,-0.010171188821051719,0.22052279062182054,0.07419078967470906,0.14319787373039253,0.1287503668180964,0.12702103311156349,-0.06188218522328134,-0.1000018095199705,0.0,0.030450148739639627,0.16614796511166946,0.028439663111815932,0.11772424335467398,0.07675488896522203,0.03699117284484364,0.0,0.0,-0.0429154390877179,-0.02619214763202868,0.0017722307960665335,-0.2940366183362556,0.24931717986797383,0.04361046119581215,-0.2475007219331433,0.013048947019416224,0.26406250945232684,-0.10923471018566776,-0.022965618998268815,0.05574363393129109,-0.02158330874735504,-0.04280042989062569,0.023520129254526997,-0.058435195701654036,-0.027609937546847405,0.18655355426364192
A0A1U8F7A1,0.30905412652495357,0.0,0.03897959999099858,0.22343590668336497,-0.11691024922575499,0.0,-0.14193600975963105,-0.2788428022352047,-0.09594492830490212,-0.1963233285478028,-0.049525923015744204,-0.2335756908085262,0.2740877821603761,0.013431155699624157,-0.10865690090214365,0.0,-0.2804275638802925,-0.4608893698185453,0.3113982917786027,0.0,0.0,-0.07762369953625926,0.0,-0.07592048816807982,-0.004650505702848756,0.16989019156287358,0.2205803637378698,0.15468942263509736,0.0614987889685213,0.35610526172563667,0.13151153666249824,-0.19157331490631208,0.09446649615190804,-0.2374956530924812,-0.3061201606796452,-0.08370203888774287,0.0821531048431459,0.11191751640284375,0.06855498475973507,0.047036632852151226,-0.27905785993135623,-0.10135964914426529,0.0,-0.1943496267285488,-0.035825658811655406,0.0,-0.18627394161827565,-0.136511593421158,-0.052865848979461505,0.0,0.0,0.027197085388175637,-0.08489395160969433,0.026449717107825524,0.15764731329101386,-0.2819702789465964,-0.1441595741136465,-0.15104742984540723,-0.12692456839010752,-0.05253259734620378,-0.09206179373769027,-0.13003622521334052,-0.24547083584598844,-0.2174489322067015,0.011556226779872126,0.11225369664048288,0.2126399193456713,0.3415980055796213,0.6131062781204173
Os_LEA_or6,0.0,-0.0817244823421074,0.14840271001410324,-0.06209415205005141,-0.2606962597022409,-0.3035984469458895,-0.0418676630821937,-0.3348598829445071,-0.09777617720692067,-0.11884971626274479,-0.30534627720102603,-0.20239666693588376,0.318999736399771,-0.19321383773232645,0.052231112503947255,0.0,0.0,0.0,0.0,0.0,0.0,0.4476926843067944,-0.14526450737072968,0.05954660077367796,0.08014628217659793,-0.33292241796227234,-0.25708864406109533,0.05521588418967742,-0.06559010329762882,-0.03209044985789474,0.1386650147317945,0.2912661338890916,0.40573433675970877,0.054663981425943996,0.10310244422458797,0.07473126474429219,0.2624390486612468,0.20331819687106747,0.11331362453401024,0.04682921200909778,-0.19890960607528416,0.09827841726274124,0.0,-0.0769212812741996,-0.19638850608702899,-0.3337360459866854,0.05863291594427843,-0.00762513011538756,-0.14787643428258465,0.0,0.0,-0.02206668603562503,0.045741141731169624,-0.03432156690104658,-0.13022469701772565,0.0,-0.22121025294693333,-0.31239345195078205,-0.06289308642854913,-0.12857562907441453,-0.14512486283060533,-0.24161435348505222,0.0772685832483423,-0.17340264338265907,0.018004602714059945,0.2044021612274831,0.299203699939579,0.3022465807339883,0.3760680505421629
Os_LEA_or4,0.0,0.21668496186155156,0.48724698880194217,0.2929513770601613,0.06246776056895878,-0.015180265521698811,-0.04277507549099423,0.07350814072219215,0.20621434338190506,0.13979404855987876,0.04793784490304668,0.3478449330159749,-0.08624089250551942,0.014970927381176629,0.18295380234668934,0.0,-0.07367531197746646,0.0,0.3573158241987413,0.0,0.0,-0.39797462796919125,0.12320227445512191,0.16696722086593088,-0.06325946585455214,0.46947948686307245,0.3451846521699964,0.15257658118386264,0.24909686528371078,0.11488606315560182,0.17298147176719636,-0.17958668413939452,0.11005145094339872,-0.27656766534438604,-0.38795846237721765,-0.2719040858531497,-0.1481995078931203,-0.1335230682694177,-0.13697004526586148,-0.08913914211713148,0.03459671099296745,0.0,0.0,-0.1990753228338172,-0.10938533525894295,0.0,0.05006199624262652,-0.03985629863902871,-0.06812976688424377,0.0,0.0,-0.22582013470482454,-0.20109827833358856,0.0,-0.17166865676063364,-0.5577496900695762,-0.6964262752473458,0.01843251464700175,-0.3408205447337233,-0.40153438578050565,-0.09436467163774884,-0.10814659957684816,-0.3302075514820742,-0.05390970788313375,-0.6055884918893444,0.5071983976840462,-0.1284772691794438,0.3069754759005851,0.28437385396207676
